"HS6-SH6","DESCRIPTION_ENG","DESCRIPTION_FRA"
"040140","Of A Fat Content, By Weight, Exceeding 6% But Not Exceeding 10%","D'une teneur en poids de matières grasses excédant 6% mais n'excédant pas 10%"
"040150","Of A Fat Content, By Weight, Exceeding 10%","D'une teneur en poids de matières grasses excédant 10%"
"040210","Milk/Cream Powder  (<1.6% Fat)","Lait et crème - en poudre, granulés ou autres formes solides -  matières grasses <1,6%"
"040221","Milk/Cream Powder Unsweetened  (>1.5% Fat)","Lait et crème - en poudre, granulés ou autres formes solides - non sucrés -  matières grasses  >1,5%"
"040229","Milk/Cream Powder Sweetened  (>1.5% Fat)","Lait et crème - en poudre, granulés ou autres formes solides - sucrés -  matières grasses  >1,5%"
"040291","Milk And Cream Unsweetened - Concentrated - Not In Powder","Lait et crème de lait nda - non sucrés"
"040299","Milk And Cream Sweetened - Concentrated - Not In Powder","Lait et crème de lait nda - sucrés"
"040310","Yogurt","Yoghourt (même concentré,sucré, aromatisé ou additionné de fruits ou de cacao)"
"040390","Buttermilk, Curdled Milk And Cream, Kephir And Other Fermented Milk","Babeurre, lait et crème caillés, kiphir etc; lait et crème fermentés ou acidifiés"
"040410","Whey","Lactosérum"
"040490","Products Consisting Of Natural Milk Constituents","Autres produits nda consistant en composants naturels du lait"
"040510","Butter","Beurre"
"040520","Dairy Spreads","Pâtes à tartiner laitières"
"040590","Other Fats And Oils Derived From Milk","Autres matières grasses nda provenant du lait"
"040610","Fresh Cheese (Including Whey Cheese)  And Curd","Fromages - frais non affinés (y compris le fromage lactosérum et caillebotte)"
"040620","Grated Or Powdered Cheese Of All Kinds","Fromages - râpés ou en poudre"
"040630","Processed Cheese, Not Grated Or Powdered","Fromages  - fondus (autres que râpés ou en poudre)"
"040640","Cheese,Blue-Veined & O Cheese Ctng Veins,  Produced By Penicillium Roqueforti","Fro pâte persillée & au fro a marbrures,  obt en util penicillium roqueforti"
"040690","Cheese Nes","Fromages - autres nda"
"040711","Fertilised Eggs For Incubation Of Fowls Of The Species Gallus Domesticus","Oeufs fertilisés destinés à l'incubation  de volailles de l'espèces gallus domesticus"
"040719","Other: Fertilised Eggs For Incubation","Autres oeufs fertilisés destinés à l'incubation"
"040721","Other Fresh Eggs Of Fowls Of The Species Gallus Domesticus","Autres oeufs fertilisés destinés à l'incubation  de volailles de l'espèces gallus domesticus"
"040729","Other: Other Fresh Eggs","Autres, autres oeufs frais"
"040790","Birds' Eggs, In Shell, Fresh, Preserved Or Cooked - Other","Oeufs d'oiseaux en coquilles, frais, conservés ou cuits - autres"
"040811","Egg Yolks - Dried","Jaunes d'oeufs - séchés"
"040819","Egg Yolks - Except Dried","Jaunes d'oeufs - autres que séchés"
"040891","Bird Eggs Not In Shell - Dried","Oeufs d'oiseaux - dépourvus de leur coquille - séchés"
"040899","Bird Eggs Not In Shell - Except Dried","Oeufs d'oiseaux - dépourvus de leurs coquilles - autres que séchés"
"040900","Honey, Natural","Miel naturel"
"041000","Edible Products Of Animal Origin Nes","Autres produits comestibles d'origine animale nda"
"050100","Human Hair And Waste Of Human Hair","Cheveux, bruts, même lavés ou dégraissés, et déchets de cheveux"
"050210","Bristles, Hair And Waste Of Pigs, Hogs Or Boars","Soies de porc ou de sanglier et déchets de ces soies"
"050290","Hair And Waste Of Badger And Other Brush-Making Hair","Poils de blaireau et autres poils pour la brosserie et déchets de ces poils"
"050400","Guts, Bladders And Stomachs Of Animals (Other Than Fish)","Boyaux, vessies et estomacs d'animaux, entiers ou morceaux, a/q ceux de poissons"
"050510","Feathers Used For Stuffing And Down","Plumes des espèces utilisées pour le rembourrage et duvet"
"050590","Skin, Feathers And Other Parts Of Birds Nes","Peaux, plumes et autres parties d'oiseaux, nda"
"050610","Ossein And Bones Treated With Acid","Osséine et os acidulés"
"050690","Bones And Horn-Cores Nes","Os et cornillons bruts, dégraissés, préparés, acidulés ou dégélatinés, incl. poudres et déchets"
"050710","Ivory And Ivory Powder Or Waste","Ivoire, brut ou préparé mais non découpé en forme; poudres et déchets d'ivoire"
"050790","Whalebone, Horns, Hooves, Tortoise-Shell, Antlers, Nails, Claws And Beaks","Fanons de baleine, cornes, bois, sabots, ongles, griffes et becs bruts ou préparés (poudres déchets)"
"050800","Coral, Molluscs/Crustaceans/Echinoderm Shells And Cuttle Bone","Corail et matières similaires bruts ou préparés; coquilles, carapaces et os (poudres et déchets)"
"051000","Glands, Bile And Animal Products Used To Prepare Pharmaceutical Products","Ambre gris, castoréum, civette et musc; cantharides, biles, glandes et simi pr prod pharmaceutiques"
"051110","Bovine Semen","Sperme de taureaux"
"051191","Products Of Fish, Crustaceans, Molluscs And Other Aquatic Invertebrates","Produits de poissons, crustacés, mollusques et invertébrés aquatiques, nda"
"051199","Animal Products, Nes & Dead Animals Of  Chapter 1, Unfit For Human Consumption","Produits d'origine animale, nda; animaux  morts du chapitre 1, non comes pr humain"
"060110","Bulbs, Tubers, Tuberous Roots, Corms, Crowns And Rhizom  - Dormant","Bulbes, oignons, tubercules, racines tubéreuses, griffes et rhizomes, en repos végétatif"
"060120","Bulbs, Tubers, Tuberous Roots, Corms, Crowns And Rhizom - In Growth/Flower","Bulbes, oignons, tubercules, racines tubéreuses, griffes et rhizomes, en végétation ou en fleur"
"060210","Unrooted Cuttings And Slips","Boutures non racinées et greffons"
"060220","Edible Fruit Or Nut Trees, Shrubs And Bushes (Grafted Or Not)","Arbres, arbustes, arbrisseaux et buissons à fruits comestibles, greffés ou non"
"060230","Rhododendrons And Azaleas (Grafted Or Not)","Rhododendrons et azalées, greffés ou non"
"060240","Roses (Grafted Or Not)","Rosiers, greffés ou non"
"060290","Mushroom Spawn And Other Live Plants (Including Roots, Cuttings And Slips)","Plantes vivantes (y compris leurs racines), et blanc de champignons"
"060311","Cut Roses, & Rose Buds, For Bouquets  Or Ornamental Purposes, Fresh","Fleurs & boutons, de rose coupés, pour  bouquets ou pour ornements, frais"
"060312","Cut Carnations And Buds, For Bouquets  Or Ornamental Purposes, Fresh","Fleurs & boutons,d'oeillets,coupés,pour  bouquets ou pour ornements, frais"
"060313","Cut Orchids And Buds, For Bouquets Or  Ornamental Purposes, Fresh","Fleurs & boutons,d'orchidées,coupés,pour  bouquets ou pour ornements,frais"
"060314","Cut Chrysanthemums & Buds, For Bouquets  Or Ornamental Purposes, Fresh","Fleurs & boutons,de chrysanthèmes,coupés  pour bouquets ou pour ornements, frais"
"060315","Lilies","Lis"
"060319","Cut Flowers & Flower Buds, For Bouquets  Or Ornamental Purposes, Fresh","Fleurs et boutons de fleurs,coupés,pour  bouquets ou pour ornements, frais"
"060390","Cut Flowers And Flower Buds For Bouquets/Ornamental Purposes - Other Nes","Fleurs et boutons de fleurs, coupés, pour bouquets ou ornements, a/q frais"
"060420","Foliage, Branches And Other Parts Of Plants For Bouquets/Ornaments - Fresh","Fleurs, feuilles, rameaux, herbes et parties de plantes - frais -  pour bouquets/ornements"
"060490","Foliage, Branches And Other Parts Of Plants For Bouquets/Ornaments - Other","Fleurs, feuilles, rameaux, herbes et parties de plantes - secs - pour bouquets/ornements"
"070110","Potatoes - Fresh Or Chilled - Seed","Pommes de terre - de semence - fraîches/réfrigérées"
"070190","Potatoes - Fresh Or Chilled - Except Seed","Pommes de terre - non de semence - fraîches/réfrigérées"
"070200","Tomatoes  - Fresh Or Chilled","Tomates - fraîches/réfrigérées"
"070310","Onions And Shallots - Fresh Or Chilled","Oignons et échalottes - frais/réfrigérés"
"070320","Garlic - Fresh Or Chilled","Ails - frais/réfrigérés"
"070390","Leeks, Chives And Other Alliaceous Vegetables  - Fresh Or Chilled","Poireaux et autres légumes alliacés - frais/réfrigérés"
"070410","Cauliflowers And Headed Broccoli  - Fresh Or Chilled","Choux-fleurs et choux-fleurs brocoli - frais/réfrigérés"
"070420","Brussels Sprouts  - Fresh Or Chilled","Choux de bruxelles - frais/réfrigérés"
"070490","Cabbages, Kohlrabi, Kale And Similar Edible Brassicas Nes  - Fresh Or Chilled","Choux, choux frisés et produits comestibles similaires du genre brassica - frais/réfrigérés, nda"
"070511","Cabbage (Head) Lettuce  - Fresh Or Chilled","Laitues pommées - fraîches/réfrigérées"
"070519","Lettuce Nes - Fresh Or Chilled","Laitues, a/q laitues pommées -  fraîches/réfrigérées"
"070521","Witloof Chicory - Fresh Or Chilled","Chicorées witloof - fraîches/réfrigérées"
"070529","Chicory, Except Witloof - Fresh Or Chilled","Chicorées, a/q witloof - fraîches/réfrigérées"
"070610","Carrots And Turnips - Fresh Or Chilled","Carottes et navets - frais/réfrigérés"
"070690","Salad Beetroot, Salsify, Radishes And Similar Edible Roots - Fresh Or Chilled","Betteraves à salade, salsifis, céleris-raves, radis et racines comestibles - frais/réfrigérés"
"070700","Cucumbers And Gherkins - Fresh Or Chilled","Concombres et cornichons - frais/réfrigérés"
"070810","Peas, Shelled Or Unshelled - Fresh Or Chilled","Pois - frais/réfrigérés"
"070820","Beans, Shelled Or Unshelled - Fresh Or Chilled","Haricots - frais/réfrigérés"
"070890","Leguminous Vegetables Nes, Shelled Or  Unshelled - Fresh Or Chilled","Autres légumes à cosse nda - frais/réfrigérés"
"070920","Asparagus - Fresh Or Chilled","Asperges - fraîches/réfrigérées"
"070930","Eggplants Or Aubergines - Fresh Or Chilled","Aubergines - fraîches/réfrigérées"
"070940","Celery (Other Than Celeriac) - Fresh Or Chilled","Céleris autres que les céleris-raves - frais/réfrigérés"
"070951","Mushrooms Of Genus Agaricus  - Fresh Or Chilled","Champignons du genre agaricus - frais/réfrigérés"
"070959","Mushrooms, O/T Genus Agaricus, Truffles,  Fresh Or Chilled, Nes","Champignons, a/q genre agaricus,  truffes, frais ou réfrigérés, nda"
"070960","Peppers Of The Genus Capsicum Or Of The Genus Pimenta  - Fresh Or Chilled","Piments (genres capsicum ou pimenta) - frais/réfrigérés"
"070970","Spinach - Fresh Or Chilled","Épinards, tétragones (de nouvelle-zélande) et arroches (géants) - frais/réfrigérés"
"070991","Other: Globe Artichokes","Artichauts"
"070992","Other: Olives","Olives"
"070993","Other: Pumpkins, Squash And Gourds","Citrouilles, courges et calebasses"
"070999","Other: Mushrooms And Other Vegetables, Fresh Or Chilled","Autres"
"071010","Potatoes - Frozen","Pommes de terre - congelées, crues ou cuites"
"071021","Peas - Frozen","Pois (pisum sativum) - congelés, crus ou cuits"
"071022","Beans - Frozen","Haricots - congelés"
"071029","Leguminous Vegetables Nes - Frozen","Autres légumes à cosse nda - congelés"
"071030","Spinach - Frozen","Épinards, tétragones et arroches - congelés, crus ou cuits"
"071040","Sweet Corn - Frozen","Maïs doux - congelé, cru ou cuit"
"071080","Vegetables Nes - Frozen","Autres légumes nda - congelés"
"071090","Mixtures Of Vegetables - Frozen","Mélanges de légumes - congelés, crus ou cuits"
"071120","Olives (Provisionally Preserved But Not Suitable For Immediate Consumption)","Olives - conservées provisoirement, mais non consommables immédiatement"
"071140","Cucumbers (Provisionally Preserved But Not Suitable For Immediate Consumption)","Concombres et cornichons - conservés provisoirement, mais non consommables immédiatement"
"071151","Mushrooms Of Genus Agaricus (Provisionally Preserved Not Suitable For Immediate Consumption)","Champignons du genre agaricus  - conservés provisoirement, mais non consommables immédiatement"
"071159","Other Mushrooms And Truffles (Provisionally Preserved Not Suitable For Immediate Consumption)","Autres champignons nda et truffles  - conservés provisoirement, mais non consommables immédiatement"
"071190","Vegetables,Nes & Mixtures,Provisionally  Presvd But Not F Immediate Consumption","Légumes,nda,mélanges incl,cons provis  impropres à l'alimentation en l'état"
"071220","Onions  - Dried But Not Further Prepared","Oignons - secs"
"071231","Mushrooms Of Genus Agaricus  - Dried But Not Further Prepared","Champignons du genre agaricus - secs"
"071232","Wood Ears  - Dried But Not Further Prepared","Oreilles de judas - sèches"
"071233","Jelly Fungi  - Dried But Not Further Prepared","Trémelles - sèches"
"071239","Other Mushrooms And Truffles Nes  - Dried But Not Further Prepared","Autres champignons nda et truffles - secs"
"071290","Vegetables And Mixtures Nes - Dried But Not Further Prepared","Autres légumes nda et mélanges de légumes - secs"
"071310","Peas - Dried And Shelled","Pois (pisum sativum) - secs, écossés"
"071320","Chickpeas Or Garbanzos - Dried And Shelled","Pois chiches - secs, écossés"
"071331","Beans, Genus Vigna Mungo And Vigna Radiata - Dried And Shelled","Haricots des espèces vigna mungo hepper ou vigna radiata wilczek - secs, écossés"
"071332","Beans, Small Red Adzuki - Dried And Shelled","Haricots adzuki (petits rouges) - secs, écossés"
"071333","Kidney Beans And White Pea Beans - Dried And Shelled","Haricots communs (phaseolus vulgaris) - secs, écossés"
"071334","Bambara Beans","Pois bambara (pois de terres)"
"071335","Cow Peas","Dolique à oeuil noir (pois du brésil)"
"071339","Beans Nes - Dried And Shelled","Autres haricots nda - secs, écossés"
"071340","Lentils - Dried And Shelled","Lentilles - sèches, écossées"
"071350","Broad Beans And Horse Beans - Dried And Shelled","Fèves et féveroles - sèches, écossées"
"071360","Pigeon Peas","Pois d'ambrevade ou pois d'angole"
"071390","Leguminous Vegetables Nes - Dried And Shelled","Légumes à cosse nda - secs, écossés"
"071410","Manioc Or Cassava - Fresh, Chilled, Frozen Or Dried","Racines de manioc - fraîches/séchées"
"071420","Sweet Potatoes - Fresh, Chilled, Frozen Or Dried","Patates douces - fraîches/séchéess"
"071430","Yams","Ignames"
"071440","Taro","Colocases"
"071450","Yautia","Yautias"
"071490","Arrowroot, Salep And Similar Roots Or Tubers, Sago Pith - Fresh, Chilled, Frozen Or Dried","Racines d'arrow-root ou de salep, topinambours et tubercules similaires; moelle de sagoutier"
"080111","Coconuts - Desiccated - Fresh Or Dried, Whether Or Not Shelled Or Peeled","Noix de coco - sèches"
"080112","Coconuts - In The Inner Shell (Endocarp)","En coques internes (endocarpe)"
"080119","Coconuts - Not Desiccated - Fresh Or Dried, Whether Or Not Shelled Or Peeled","Noix de coco - fraîches"
"080121","Brazil Nuts, In Shell - Fresh Or Dried","Noix de brésil - en coques"
"080122","Brazil Nuts, Shelled - Fresh Or Dried","Noix de brésil - sans coques"
"080131","Cashew Nuts - In Shell - Fresh Or Dried","Noix de cajou - en coques"
"080132","Cashew Nuts - Shelled - Fresh Or Dried","Noix de cajou - sans coques"
"080211","Almonds - In Shell","Amandes - en coques"
"080212","Almonds - Shelled","Amandes - sans coques"
"080221","Hazelnuts Or Filberts - In Shell","Noisettes - en coques"
"080222","Hazelnuts Or Filberts - Shelled","Noisettes - sans coques"
"080231","Walnuts - In Shell","Noix communes - en coques"
"080232","Walnuts - Shelled","Noix communes - sans coques"
"080241","Chestnuts In Shell","Châtaignes et marrons en coques"
"080242","Chestnuts Shelled","Châtaignes et marrons sans coques"
"080251","Pistachios In Shell","Pistaches en coques"
"080252","Pistachios Shelled","Pistaches sans coques"
"080261","In Shell","En coques"
"080262","Shelled","Sans coques"
"080270","Kola Nuts","Noix de cola"
"080280","Areca Nuts","Noix d'arec"
"080290","Nuts, Edible, Fresh Or Dried, Whether Or  Not Shelled Or Peeled, Nes","Noix, comestibles, fraîches ou sèches,  même sans coques ou décortiqués,nda"
"080310","Bananas: Plantains","Bananes: plantains"
"080390","Bananas: Other","Bananes: autres"
"080410","Dates - Fresh Or  Dried","Dattes - fraîches/sèches"
"080420","Figs - Fresh Or  Dried","Figues - fraîches/sèches"
"080430","Pineapples - Fresh Or  Dried","Ananas - frais/secs"
"080440","Avocadoes - Fresh Or  Dried","Avocats - frais/secs"
"080450","Guavas, Mangoes And Mangosteens - Fresh Or  Dried","Goyaves, mangues et mangoustans - frais/secs"
"080510","Oranges - Fresh Or Dried","Oranges - fraîches/sèches"
"080520","Mandarins, Clementines, Wilkings And Similar Citrus Hybrids - Fresh Or  Dried","Mandarines (tangerines, satsumas), clémentines, wilkings et hybrides d'agrumes - frais/secs"
