"HS10-SH10","DESCRIPTION_ENG","DESCRIPTION_FRA"
"0207440000","Other meat and edible offal, of domestic ducks, fresh or c","Autres viandes et abats comestibles,de canards domestiques, frais/réfrigérés,nda"
"0207451000","Domestic duck livers, frozen","Foies de canards domestiques, congelés"
"0207459000","Other meat and edible offal, of domestic ducks, frozen, ne","Autres viandes et abats comestibles de canards domestiques, congelés, nda"
"0207510000","Meat & edible offal, of dom geese, not cut in pieces,fresh","Viande&abat comes d'oie domes,non découp en morceaux, frais/réfrig,a/q foie gras"
"0207520000","Meat & edible offal, of domestic geese, not cut in pieces,","Viande&abat comestible d'oie domes, non découp en morceaux, congelée,a/q foie"
"0207530000","Fatty livers of domestic geese, fresh or chilled","Foies gras d'oies domestiques, frais ou réfrigérés"
"0207540000","Other meat and edible offal, of dom geese, fresh or chille","Autres viandes et abats comes d'oies domes, frais/réfrigérés,a/q foie gras,nda"
"0207551000","Domestic geese livers, frozen, nes","Foies d'oies domestiques, congelés, nda"
"0207559000","Other meat and edible offal, of domestic geese, frozen, ot","Autres viandes et abats comestibles d'oies domestiques, congelés,a/q foie,nda"
"0207601100","Meat&edible offal, of domestic guinea fowls, not cut in pi","Viandes&abats comes de pintades domes,non découpés en mcx, frais/réfrigérés"
"0207601900","Meat and edible offal, of domestic guinea fowls, fresh or","Viandes et abats comestibles de pintades domestiques, frais/réfrigérés, nda"
"0207602000","Meat and edible offal, of domestic guinea fowls, not cut i","Viandes&abats comes de pintades domestiques,non découpés en morceaux, congelés"
"0207609100","Livers, of domestic guinea fowls, frozen","Foies de pintades domestiques, congelés"
"0207609900","Other meat and edible offal, of domestic guinea fowls, fro","Autres viandes et abats comestibles de pintades domestiques, congelés, nda"
"0208100000","Rabbit or hare meat and edible meat offal, fresh, chilled","Viande et abats comestibles de lapin ou de lièvre, frais, réfrigérés ou congelés"
"0208300000","Meat and edible meat offal of primates, fresh, chilled or","Viandes et abats comestibles, de primates, frais, réfrigérés ou congelés"
"0208401000","Meat and edible meat offal of whales, fresh, chilled or fr","Viandes et abats comestibles de baleines, frais, réfrigérés ou congelés"
"0208409000","Meat & edbl meat offal,of whale,dolphin,manatee,dugong,sea","Viande & abat comes,de baleine,dauphin,lamantin,phoque,etc,fr/réfrig/cong,nda"
"0208500000","Meat and edible meat offal of reptiles,incl snakes and tur","Viande et abat comes de reptile,incl serpents et tortue de mer,frais,réfrig/cong"
"0208600000","Meat and edible meat offal, of camels and other camelids,f","Viandes et abats comestibles,de chameaux et au camélidés,fr/réfrigérés/congelés"
"0208900010","Deer meat and edible offal, fresh, chilled or frozen","Viande et abats comestibles de chevreuils, frais, réfrigérés ou congelés"
"0208900020","Frog legs, fresh, chilled or frozen","Cuisses de grenouilles, fraîches, réfrigérées ou congelées"
"0208900090","Other meat and edible meat offal, fresh, chilled or frozen","Autres viandes et abats comestibles, frais, réfrigérés ou congelés, nda"
"0209100000","Pig fat,lean meat free,n rendered or o/w extrc,fr/chd/frz/","Lard sans part maigres,graisse de porc,n fondue ni autr extr,fr/réfrig/cong/etc"
"0209901000","Fat of fowls (Gallus domesticus),n rendered or o/w extrc,","Graisse de volaille domes,n fondue ni autr extr,fr/réfrig/cong/salée/etc,e/d acc"
"0209902000","Fat of fowls(Gallus domesticus),n rendered or o/w extrc, f","Graisse de volaille domes,n fondue ni autr extr,fr/réfrig/cong/salée/etc,a/d acc"
"0209903000","Turkey fat,dom,n rendered or o/w extrc,fr/chd/frz/salted/b","Graisse de dindons et dindes,domes,n fondue/autr extr,fr/réfrig/cong/etc,e/d acc"
"0209904000","Turkey fat,dom,n rendered or o/w extrc,fr/chd/frz/salted/b","Graisse de dindons et dindes,domes,n fondue/autr extr,fr/réfrig/cong/etc,a/d acc"
"0209909000","Duck,geese&guinea fowls fat,n rendered or o/a com extrc,fr","Graisse canard,oie,pintade, n fondue/autr extr,fr/réfrig/cong/salée/etc, a/d acc"
"0210110000","Hams, shoulders and cuts thereof, of swine, with bone in,","Jambons, épaules et leurs morceaux, de porcins, non désossés, salés,séchés/fumés"
"0210120000","Bellies, streaky and cuts thereof, of swine, cured","Poitrines entrelardées et leurs morceaux, de porcins, salés, séchés ou fumés"
"0210190000","Meat of swine, nes, salted, in brine, dried or smoked","Viandes de porcins, nda, salées,en saumure, séchées ou fumées"
"0210200000","Bovine meat, cured","Viande de bovins, salée, séchée ou fumée"
"0210910000","Meat & edible meat offal, cured, and flours & meals, of pr","Viande & abats,salés,saumurés,séchés, fumés & farines & poudres, de primates"
"0210920000","Meat&edbl meat offal,sa/in brine/dr/smoked,flours & meals,","Viandes et abats comes,salés/en saum/séc/fumés,far & pou,de baleines,phoques,etc"
"0210930000","Meat & edible meat offal,cured,and flours & meals,of repti","Viande & abats,salé,saum,séc,fumé,& farine & poudre,de reptile,serpent & tortue"
"0210991100","Fowl (Gallus dom) meat,salted/brine/dried or smoked,incl f","Viande de volaille domes,salée,saum,séchée,fumée,incl farine & poudre,e/d acc"
"0210991200","Fowl (Gallus dom) meat,bone in,salted/brine/dried or smoke","Viande de volaille domes,non déso,salée/saum/séc/fumée,incl farine/pou,a/d acc"
"0210991300","Fowl (Gallus dom) meat,boneless,salted/brine/dried/smoked,","Viande de volaille domes,désossé,salée/saum/séc/fumée,incl farine/pou,a/d acc"
"0210991400","Turkey meat,salted,brine,dried or smoked, incl flours/meal","Viande de dindons & dindes,salée/saum/séc ou fumée,incl farine/poudre,e/d acc"
"0210991500","Turkey meat,bone in,salted/brine/dried or smoked,incl flou","Viande de dindons &dindes,non déso,salée/saum/séc/fumée,incl farine/pou,a/d acc"
"0210991600","Turkey meat,boneless,salted,brine,dried or smoked, incl fl","Viande de dindons & dindes,déso,salée,saum,séc/fumée,incl farine/pou,a/d acc"
"0210991900","Poultry meat,salted,brine,dried or smoked, incl flours/mea","Viande de volaille,salée,saum,séchée ou fumée, incl farines/poudres, nda"
"0210999000","Meat and edible meat offal, salted/in brine/dried/smoked,i","Viandes et abats comes,salés/en saumure/séchés/fumés,incl farines et poudres,nda"
"0301110000","Ornamental fish, freshwater, live","Poissons d'ornement, d'eau douce, vivants"
"0301190000","Ornamental fish, other than freshwater, live","Poissons d'ornement, autre que d'eau douce, vivants"
"0301910010","Trout, live for commercial fish farms","Truites vivantes, pour piscicultures commerciales"
"0301910090","Trout, live, except for commercial fish farms","Truites vivantes, a/q pour piscicultures commerciales"
"0301920000","Eels, live","Anguilles vivantes"
"0301930000","Carp, live, other than ornamental","Carpes vivantes, autres que d'ornement"
"0301940000","Atlantic and Pacific bluefin tunas, live","Thons rouges de l'Atlantique et du Pacifique, vivants"
"0301950000","Southern bluefin tunas (Thunnus maccoyii), live","Thons rouges du sud (Thunnus maccoyii), vivants"
"0301990010","Fish, live for commercial fish farms, nes","Poissons vivants pour piscicultures commerciales, nda"
"0301990090","Other live fish, nes","Autres poissons vivants, nda"
"0302110010","Rainbow trout,farmed,fresh or chilled,excl fish of No 03.0","Truites arc-en-ciel,d'élevage,fraîches/réfrig,exc n° 03.04,exc foies,oeufs,lai"
"0302110090","Trout, nes, fresh or chilled, excluding fish No 03.04, exc","Truites,nda,fraîches/réfrigérées,excluant n° 03.04,exc foies,oeufs et laitances"
"0302130010","Chum salmon, fresh/chilled, excl fish of No 03.04, excl li","Saumons Kéta, frais/réfrigérés, excluant n° 03.04, exc foies,oeufs et laitances"
"0302130020","Coho salmon, fresh or chilled, excl fish of No 03.04, excl","Saumons Coho, frais/réfrigérés, excluant n° 03.04,exc foies,oeufs et laitances"
"0302130030","Pink salmon, fresh or chilled, excl fish of No 03.04, excl","Saumons roses, frais/réfrigérés, excluant n° 03.04,exc foies,oeufs et laitances"
"0302130040","Sockeye salmon, fresh/chilled, excl fish of No 03.04, excl","Saumons rouges, frais/réfrigérés,excluant n° 03.04,exc foies,oeufs et laitances"
"0302130050","Spring salmon, fresh/chilled, excl fish of No 03.04, excl","Saumons Royal, frais/réfrigérés, excluant n° 03.04,exc foies,oeufs et laitances"
"0302130090","Other Pacific salmon,fresh/chilled,excl fish of No 03.04,e","Saumons du Pacifique,fr/réfrig,exc n° 03.04,exc foies,oeufs et laitances,nda"
"0302140011","Atlantic salmon farmed,fresh/chilled,excl fish of No 03.04","Saumons Atlantique,d'élevage,fr/réfrig,exc n° 03.04,exc foies,oeufs,laitances"
"0302140019","Other Atlantic salmon,fresh/chilled,excl fish of No 03.04,","Autres saumons de l'Atlantique,fr/réfrig,exc n° 03.04,exc foies,oeufs & lai,nda"
"0302140020","Danube salmon, fresh or chilled, excl fish of No 03.04,exc","Saumons du Danube,frais/réfrig,exc n° 03.04,exc foies, oeufs et laitances"
"0302190000","Salmonidae,nes,fresh or chilled,excluding fish of No 03.04","Salmonidés,nda,frais/réfrigérés,excluant n° 03.04,exc foies,oeufs et laitances"
"0302210010","Atlantic halibut,fresh/chilled,excluding fish of No 03.04,","Flétans de l'Atlantique, frais/réfrig, exc n° 03.04,exc foies,oeufs et laitances"
"0302210090","Halibut, fresh or chilled, nes, excluding fish of No 03.04","Flétans, frais ou réfrigérés, nda, exc du n° 03.04, exc foies,oeufs et laitances"
"0302220000","Plaice, fresh or chilled, excluding fish of No 03.04, excl","Plies/carrelets,frais/réfrigérés,excluant n° 03.04,exc foies,oeufs et laitances"
"0302230000","Sole, fresh or chilled, excluding fish of No 03.04,excludi","Soles,fraîches/réfrigérées,excluant n° 03.04,excluant foies,oeufs et laitances"
"0302240000","Turbots, fresh or chilled, excluding fish of No 03.04, exc","Turbots, frais/réfrigérés, excluant n° 03.04, excluant foies, oeufs et laitances"
"0302290000","Flatfish,nes,fresh/chilled,excluding fish of No 03.04,excl","Poissons plats,nda,frais/réfrigérés,exc n° 03.04,exc foies,oeufs et laitances"
"0302310000","Tunas,albacore/longfinned,fresh/chilled,excl fish of No 03","Thons blancs/germons,frais/réfrigérés, exc n° 03.04,exc foies,oeufs et laitances"
"0302320000","Tunas, yellowfin,fresh/chilled,excluding fish of No 03.04,","Thons à nageoires jaunes,frais/réfrig, exc n° 03.04,exc foies,oeufs et laitances"
"0302330000","Skipjack/stripe-bellied bonito,fr/chd,excl fish of No 03.0","Listaos/bonites ventre rayé,frais/réfrig,exc n° 03.04,exc foies,oeufs,laitances"
"0302340000","Bigeye tunas,fresh/chilled,excluding fish of No 03.04,excl","Thons obèses,frais/réfrigérés,excluant n° 03.04,excluant foies,oeufs,laitances"
"0302350000","Atlantic & Pacific bluefin tunas,fr/chd,excl fish of No 03","Thons rouges Atlantique & Pacifique,fr/réfrig,exc n° 03.04,exc foies,oeufs & lai"
"0302360000","South bluefin tunas, fresh/chilled,excluding fish of No 03","Thons rouges du sud, frais/réfrigérés,exc n° 03.04,exc foies,oeufs et laitances"
"0302390000","Tunas,nes,fresh or chilled,excluding fish of No 03.04,excl","Thons, nda, frais ou réfrigérés,excluant n° 03.04, exc foies, oeufs et laitances"
"0302410000","Herrings,fresh or chilled,excluding fish of No 03.04,exclu","Harengs, frais/réfrigérés, excluant n° 03.04, excluant foies, oeufs et laitances"
"0302420000","Anchovies, fresh or chilled,excluding fish of No 03.04,exc","Anchois, frais/réfrigérés, excluant n° 03.04, excluant foies, oeufs et laitances"
"0302430000","Sardines,sardinella,brisling,sprat,fresh/chd,excl of No 03","Sardines,sardinelles,sprats,esprots,fr/réfrig,exc n°03.04,exc foies,oeufs et lai"
"0302440000","Mackerel, fresh or chilled,excluding fish of No 03.04,excl","Maquereaux, frais ou réfrigérés, excluant n° 03.04,exc foies,oeufs et laitances"
"0302450000","Jack and horse mackerel, fresh/chilled,excl fish of No 03.","Chinchards,frais/réfrigérés,excluant n° 03.04,excluant foies,oeufs et laitances"
"0302460000","Cobia, fresh/chilled, excluding fish of No 03.04, excludin","Mafous, frais/réfrigérés, excluant n° 03.04, excluant foies, oeufs et laitances"
"0302470000","Swordfish, fresh/chilled, excluding fish of No 03.04, excl","Espadons, frais/réfrigérés, excluant n° 03.04,excluant foies,oeufs et laitances"
"0302510010","Cod, Atlantic,fresh/chilled,excluding fish of No 03.04,exc","Morues de l'Atlantique,fraîches/réfrigérées,exc n° 03.04,exc foies,oeufs et lai"
"0302510090","Other cod,fresh/chilled,excluding fish of No 03.04,excludi","Autres morues,fraîches/réfrigérées,exc n° 03.04,exc foies,oeufs et laitances,nda"
"0302520000","Haddock, fresh/chilled, excluding fish of No 03.04, exclud","Églefins, frais/réfrigérés, excluant n° 03.04,excluant foies, oeufs et laitances"
"0302530000","Coalfish, fresh/chilled, excluding fish of No 03.04, exclu","Lieus noirs,frais/réfrigérés,excluant n° 03.04,excluant foies,oeufs et laitances"
"0302540000","Hake, fresh/chilled, excluding fish of No 03.04, excluding","Merlus, frais/réfrigérés, excluant n° 03.04, excluant foies, oeufs et laitances"
"0302550000","Alaska Pollack, fresh/chilled, excluding fish of No 03.04,","Lieus d'Alaska,frais/réfrigérés,excluant n° 03.04,exc foies,oeufs et laitances"
"0302560000","Blue whitings,fresh/chilled,excluding fish of No 03.04,exc","Merlans bleus,frais/réfrigérés,excluant n° 03.04,exc foies,oeufs et laitances"
"0302590000","Fish of fam Bregma,Eucli,Gadidae,etc,nes,fr/chd,excl No 03","Poissons fam Bregma,Eucli,etc,nda,fr/réfrig,exc n°03.04,exc foies,oeufs et lai"
"0302710000","Tilapias, fresh/chilled, excluding fish of No 03.04, exclu","Tilapias, frais/réfrigérés, excluant n° 03.04,excluant foies, oeufs et laitances"
"0302720000","Catfish, fresh/chilled, excluding fish of No 03.04, exclud","Siluridés, frais/réfrigérés,excluant n° 03.04,excluant foies, oeufs et laitances"
"0302730000","Carp, fresh or chilled, excluding fish of No 03.04, exclud","Carpes, fraîches/réfrigérées,excluant n° 03.04,excluant foies,oeufs et laitances"
"0302740000","Eels, fresh or chilled, excluding fish of No 03.04, exclud","Anguilles,fraîches/réfrigérées,excluant n° 03.04,exc foies,oeufs et laitances"
"0302790000","Nile perch & snakeheads,fresh/chilled,excl fish of No 03.0","Perche du Nil & poiss tête serpent,fr/réfrig,exc n° 03.04,exc foies,oeufs & lai"
